,text,tag
19420,"for example , a gunman bursts into a garden with the two guns in his hands firing away .",neg
19421,how about the action ?,neg
19422,"when you think back to the late 17th century and then compare it to the world we live in today , you'll see a slightly bigger difference .",neg
19423,mariah is primarily seen with a wide-eyed deer-in-the-headlights look frozen on her face .,neg
19424,"( i stopped looking at my wife during the screening , since every time i did , she'd start sticking her finger in her throat .",neg
19425,"writer brian helgeland has created a terrific story , and when watching this film , you are left to wonder if all of jerry fletcher's far-fetched ( or so they seem at first ) conspiracy theories are helgeland's own opinions .",pos
19426,"but the plot is pretty lame , the acting didn't form a cohesive whole , and far too much thisclosefromdeath heroics .",neg
19427,this is the worse spielberg film spielberg never made .,neg
19428,we want to see the goddamn butterfly ! ! !,neg
19429,"so that was bad enough to be cut , but the other 30 minutes of bride shenanigans was good ?",neg
19430,i don't expect much from eddie murphy these days .,neg
19431,"as it stands , trois is pretty standard fare .",neg
19432,"blatantly borrowing elements from 1993's "" like water for chocolate "" and 1991's "" the butcher's wife , "" "" simply irresistible "" attempts to be a whimsical romantic comedy but , more often than not , comes off as laughable , leaving you to wonder why rising star sarah michelle gellar ( t . v . 's "" buffy , the vampire slayer "" ) would choose such an obviously inept film project to waste her time on .",neg
19433,i guess i'm glad that i didn't walk out-- there's some nice train stuff at the end and a fun nod to dr .,neg
19434,couldn't he have used the money saved by only having to pay half a dozen actors to hire a scriptwriter ?,neg
19435,"to which i would have answered , "" if i knew , then the movie would already be over . "" )",neg
19436,"the plot involves male cop tinam ( simon yam ) , investigating a series of brutal murders .",neg
19437,"he has a rudimentary grasp of language , mouthing monosyllables and repetitions of his mother's phrases .",pos
19438,"time passes , and the friend disappears with matty .",neg
19439,"i mean , when was the last time someone built a shopping mall next to a train station , anyway ?",neg
19440,"this leads to the typical sibling rivalry crap that you usually find in a film of this standard ( 'you were always the better brother' etc . etc . etc . ) , and doesn't help to add anything to the film .",neg
19441,or realism .,neg
19442,"at least he's got the right idea , since west canaan , texas is portrayed in the film as , frankly , pathetic , with the whole town treating the weekly football games as the second coming .",neg
19443,"tristar has assumed that godzilla , like all self-proclaimed summer event motion pictures , is pretty much critic-proof .",neg
19444,committed to lifelong learning through effective communication,pos
19445,"( like many of his films , sayles might have tightened this one somewhat in the editing room , but a longer-than-necessary running time is a sin almost always committed when the director is also the editor . )",pos
19446,"soldier's kurt russell was an older model super-soldier sent off to retirement when circumstances forced him to battle his successors , for the good of a planet ; schwarzenegger's terminator in t2 tried to save john connor from a newer model killing machine , the t-1000 ; and jean-claude , a former universal soldier , has to save the planet from the rampage of a group of , you guessed it , newer model soldiers .",neg
19447,"as for the plot , i'm still trying to find one .",neg
19448,then his grandfather dies and he learns that he has left jimmie 100 million dollars . . . . as,neg
19449,"however , the hand of a veteran director j . lee thompson seems more capable of michael winner's and the action scenes seem slightly less surreal , although they still look cheap and repetitive and downright boring .",neg
19450,* * * * * perfection .,neg
19451,"the film often makes no sense ( a several-hundred foot tall beast hides in subway tunnels ) , sports second-rate effects ( the baby godzillas seem to be one computer effect multiplied on the screen ) , lame jokes ( mayor ebert and his assistant gene are never funny ) , horrendous acting ( even matthew broderick is dull ) and an unbelievable love story ( why would anyone want to get back together with maria pitillo's character ? ) .",neg
19452,"a number of reasons , including the fact that all those experienced filmmakers behind and in front of the camera did a lousy job .",neg
19453,we get betrayal for some unknown reason .,neg
19454,"comments : i may be showing some pop culture illiteracy here , but i have never seen an episode of the fox tv series "" party of five . """,neg
19455,there are cogs spinning and pulleys pulling and levers going up and down everywhere you look .,neg
19456,which is not to say that she doesn't have room for improvement .,neg
